Time,l_per,l_abs,b_per,b_abs
1660631129,14.5,3094,8.7,1434
1660631130,15.1,3237,8.9,1471
1660631132,18.1,3887,10.8,1778
1660631133,20.6,4411,12.1,1996
1660631133,22.4,4819,13.1,2152
1660631133,23.4,5027,13.8,2275
1660631133,24.0,5166,14.3,2350
1660631145,24.2,5210,14.6,2409
1660631157,24.3,5219,14.7,2426
1660631168,24.4,5247,14.9,2455
1660631180,24.4,5256,15.0,2473
1660631196,24.5,5272,15.2,2507
1660631212,24.5,5273,15.3,2513
1660631234,24.5,5273,15.3,2513
1660631252,24.6,5285,15.4,2531
1660631276,24.6,5295,15.4,2540
1660631308,24.6,5295,15.4,2543
1660631352,24.6,5295,15.5,2544
1660631394,24.6,5295,15.5,2545
1660631434,24.7,5302,15.5,2550
1660631482,24.7,5304,15.5,2555
1660631551,24.7,5304,15.6,2561
1660631664,24.7,5317,15.6,2569
1660631786,24.7,5317,15.6,2573
1660631875,24.8,5334,15.8,2593
1660632002,24.8,5334,15.8,2593
1660632196,24.8,5334,15.8,2593
1660632443,24.9,5365,15.9,2611
1660632730,25.0,5374,15.9,2615
1660633224,25.0,5374,15.9,2616
1660633706,25.0,5375,15.9,2617
1660634206,25.0,5375,15.9,2617
1660634636,25.0,5381,16.0,2628
1660635249,25.0,5381,16.0,2628
1660636245,25.0,5381,16.0,2632
1660637080,25.0,5382,16.0,2635
1660638287,25.0,5382,16.0,2639
1660638287,25.0,5382,16.0,2639
